NAZIONE;TERPA_DESCR_ENTE_CIRC;LISTE_DESCR_LISTA;VOTLI_NUM_VOTI_VAL
FRANCIA;III : ITALIA CENTRALE;EUROPA VERDE;520
FRANCIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;452
FRANCIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;441
FRANCIA;III : ITALIA CENTRALE;LA SINISTRA;287
FRANCIA;III : ITALIA CENTRALE;FORZA ITALIA;233
FRANCIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;102
FRANCIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;84
FRANCIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;44
FRANCIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;25
FRANCIA;III : ITALIA CENTRALE;PARTITO PIRATA;21
FRANCIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;20
FRANCIA;III : ITALIA CENTRALE;FORZA NUOVA;17
FRANCIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;16
FRANCIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;1246
FRANCIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;1225
FRANCIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;724
FRANCIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;517
FRANCIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;304
FRANCIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;289
FRANCIA;IV : ITALIA MERIDIONALE;LA SINISTRA;231
FRANCIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;111
FRANCIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;96
FRANCIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;65
FRANCIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;64
FRANCIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;41
FRANCIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;32
FRANCIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;22
FRANCIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;13
FRANCIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;837
FRANCIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;720
FRANCIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;451
FRANCIA;V : ITALIA INSULARE;EUROPA VERDE;315
FRANCIA;V : ITALIA INSULARE;FORZA ITALIA;212
FRANCIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;175
FRANCIA;V : ITALIA INSULARE;LA SINISTRA;123
FRANCIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;84
FRANCIA;V : ITALIA INSULARE;PARTITO COMUNISTA;67
FRANCIA;V : ITALIA INSULARE;FORZA NUOVA;34
FRANCIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;24
FRANCIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;24
FRANCIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;21
FRANCIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;9
FRANCIA;V : ITALIA INSULARE;PARTITO PIRATA;7
GERMANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;1533
GERMANIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;464
GERMANIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;458
GERMANIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;438
GERMANIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;381
GERMANIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;183
GERMANIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;172
GERMANIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;74
GERMANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;44
GERMANIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;24
GERMANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;23
GERMANIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;17
GERMANIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;13
GERMANIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;9
GERMANIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;2
GERMANIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;1
GERMANIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;1705
GERMANIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;816
GERMANIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;814
GERMANIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;552
GERMANIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;459
GERMANIA;II : ITALIA NORD-ORIENTALE;SVP;299
GERMANIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;236
GERMANIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;204
GERMANIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;125
GERMANIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;45
GERMANIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;27
GERMANIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;19
GERMANIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;17
GERMANIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;14
GERMANIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;10
GERMANIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;4
GERMANIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;3
GERMANIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;1584
GERMANIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;562
GERMANIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;511
GERMANIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;449
GERMANIA;III : ITALIA CENTRALE;EUROPA VERDE;428
GERMANIA;III : ITALIA CENTRALE;LA SINISTRA;238
GERMANIA;III : ITALIA CENTRALE;FORZA ITALIA;159
GERMANIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;87
GERMANIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;55
GERMANIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;21
GERMANIA;III : ITALIA CENTRALE;PARTITO PIRATA;21
GERMANIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;19
GERMANIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;12
GERMANIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;9
GERMANIA;III : ITALIA CENTRALE;FORZA NUOVA;5
GERMANIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;3255
GERMANIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;2633
GERMANIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;2385
GERMANIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;834
GERMANIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;735
GERMANIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;472
GERMANIA;IV : ITALIA MERIDIONALE;LA SINISTRA;291
GERMANIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;234
GERMANIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;106
GERMANIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;86
GERMANIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;34
GERMANIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;28
GERMANIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;28
GERMANIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;18
GERMANIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;14
GERMANIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;2846
GERMANIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;2220
GERMANIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;1928
GERMANIA;V : ITALIA INSULARE;FORZA ITALIA;742
GERMANIA;V : ITALIA INSULARE;EUROPA VERDE;573
GERMANIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;310
GERMANIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;204
GERMANIA;V : ITALIA INSULARE;LA SINISTRA;190
GERMANIA;V : ITALIA INSULARE;PARTITO COMUNISTA;59
GERMANIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;42
GERMANIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;36
GERMANIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;25
GERMANIA;V : ITALIA INSULARE;PARTITO PIRATA;23
GERMANIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;17
GERMANIA;V : ITALIA INSULARE;FORZA NUOVA;14
GRECIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;56
GRECIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;51
GRECIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;25
GRECIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;22
GRECIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;22
GRECIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;15
GRECIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;12
GRECIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;9
GRECIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;6
GRECIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;3
GRECIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;2
GRECIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;1
GRECIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;1
GRECIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
GRECIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;0
GRECIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
GRECIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;57
GRECIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;43
GRECIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;21
GRECIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;21
GRECIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;16
GRECIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;9
GRECIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;8
GRECIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;7
GRECIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;5
GRECIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;3
GRECIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2
GRECIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;1
GRECIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
GRECIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
GRECIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;0
GRECIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
GRECIA;II : ITALIA NORD-ORIENTALE;SVP;0
GRECIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;79
GRECIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;54
GRECIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;31
GRECIA;III : ITALIA CENTRALE;LA SINISTRA;25
GRECIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;20
GRECIA;III : ITALIA CENTRALE;EUROPA VERDE;19
GRECIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;15
GRECIA;III : ITALIA CENTRALE;FORZA ITALIA;12
GRECIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;10
GRECIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;4
GRECIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;1
GRECIA;III : ITALIA CENTRALE;PARTITO PIRATA;1
GRECIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;1
GRECIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;0
GRECIA;III : ITALIA CENTRALE;FORZA NUOVA;0
GRECIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;67
GRECIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;49
GRECIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;40
GRECIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;30
GRECIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;25
GRECIA;IV : ITALIA MERIDIONALE;LA SINISTRA;20
GRECIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;17
GRECIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;11
GRECIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;5
GRECIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;3
GRECIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;2
GRECIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;1
GRECIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;1
GRECIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
GRECIA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
GRECIA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;27
GRECIA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;25
GRECIA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;23
GRECIA;V : ITALIA INSULARE;FORZA ITALIA;12
GRECIA;V : ITALIA INSULARE;LA SINISTRA;4
GRECIA;V : ITALIA INSULARE;FRATELLI D'ITALIA;3
GRECIA;V : ITALIA INSULARE;PARTITO ANIMALISTA;3
GRECIA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;2
GRECIA;V : ITALIA INSULARE;EUROPA VERDE;2
GRECIA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2
GRECIA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;1
GRECIA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
GRECIA;V : ITALIA INSULARE;FORZA NUOVA;0
GRECIA;V : ITALIA INSULARE;PARTITO COMUNISTA;0
GRECIA;V : ITALIA INSULARE;PARTITO PIRATA;0
IRLANDA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;207
IRLANDA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;83
IRLANDA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;60
IRLANDA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;55
IRLANDA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;52
IRLANDA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;25
IRLANDA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;20
IRLANDA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;20
IRLANDA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;6
IRLANDA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;5
IRLANDA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;2
IRLANDA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;2
IRLANDA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;2
IRLANDA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;2
IRLANDA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2
IRLANDA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;1
IRLANDA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;142
IRLANDA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;68
IRLANDA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;57
IRLANDA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;43
IRLANDA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;42
IRLANDA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;20
IRLANDA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;9
IRLANDA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;6
IRLANDA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;6
IRLANDA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;4
IRLANDA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;3
IRLANDA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;3
IRLANDA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
IRLANDA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;1
IRLANDA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;1
IRLANDA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
IRLANDA;II : ITALIA NORD-ORIENTALE;SVP;0
IRLANDA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;179
IRLANDA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;85
IRLANDA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;77
IRLANDA;III : ITALIA CENTRALE;EUROPA VERDE;51
IRLANDA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;45
IRLANDA;III : ITALIA CENTRALE;LA SINISTRA;31
IRLANDA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;15
IRLANDA;III : ITALIA CENTRALE;PARTITO COMUNISTA;8
IRLANDA;III : ITALIA CENTRALE;FORZA ITALIA;7
IRLANDA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;3
IRLANDA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;3
IRLANDA;III : ITALIA CENTRALE;PARTITO PIRATA;2
IRLANDA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;1
IRLANDA;III : ITALIA CENTRALE;FORZA NUOVA;0
IRLANDA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
IRLANDA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;117
IRLANDA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;78
IRLANDA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;58
IRLANDA;IV : ITALIA MERIDIONALE;EUROPA VERDE;51
IRLANDA;IV : ITALIA MERIDIONALE;LA SINISTRA;27
IRLANDA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;20
IRLANDA;IV : ITALIA MERIDIONALE;FORZA ITALIA;11
IRLANDA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;10
IRLANDA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;8
IRLANDA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;5
IRLANDA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;5
IRLANDA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;4
IRLANDA;IV : ITALIA MERIDIONALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;2
IRLANDA;IV : ITALIA MERIDIONALE;FORZA NUOVA;1
IRLANDA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;0
IRLANDA;V : ITALIA INSULARE;PARTITO DEMOCRATICO;80
IRLANDA;V : ITALIA INSULARE;MOVIMENTO 5 STELLE;49
IRLANDA;V : ITALIA INSULARE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;22
IRLANDA;V : ITALIA INSULARE;EUROPA VERDE;19
IRLANDA;V : ITALIA INSULARE;LEGA SALVINI PREMIER;17
IRLANDA;V : ITALIA INSULARE;LA SINISTRA;15
IRLANDA;V : ITALIA INSULARE;FORZA ITALIA;8
IRLANDA;V : ITALIA INSULARE;FRATELLI D'ITALIA;8
IRLANDA;V : ITALIA INSULARE;PARTITO ANIMALISTA;2
IRLANDA;V : ITALIA INSULARE;PARTITO COMUNISTA;2
IRLANDA;V : ITALIA INSULARE;PARTITO PIRATA;2
IRLANDA;V : ITALIA INSULARE;POPOLARI PER L'ITALIA;1
IRLANDA;V : ITALIA INSULARE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;1
IRLANDA;V : ITALIA INSULARE;CASAPOUND ITALIA - DESTRE UNITE;0
IRLANDA;V : ITALIA INSULARE;FORZA NUOVA;0
LETTONIA;I : ITALIA NORD-OCCIDENTALE;LEGA SALVINI PREMIER;8
LETTONIA;I : ITALIA NORD-OCCIDENTALE;PARTITO DEMOCRATICO;6
LETTONIA;I : ITALIA NORD-OCCIDENTALE;FRATELLI D'ITALIA;4
LETTONIA;I : ITALIA NORD-OCCIDENTALE;MOVIMENTO 5 STELLE;4
LETTONIA;I : ITALIA NORD-OCCIDENTALE;CASAPOUND ITALIA - DESTRE UNITE;1
LETTONIA;I : ITALIA NORD-OCCIDENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1
LETTONIA;I : ITALIA NORD-OCCIDENTALE;FORZA ITALIA;1
LETTONIA;I : ITALIA NORD-OCCIDENTALE;PARTITO PIRATA;1
LETTONIA;I : ITALIA NORD-OCCIDENTALE;AUTONOMIE PER L'EUROPA;0
LETTONIA;I : ITALIA NORD-OCCIDENTALE;EUROPA VERDE;0
LETTONIA;I : ITALIA NORD-OCCIDENTALE;FORZA NUOVA;0
LETTONIA;I : ITALIA NORD-OCCIDENTALE;LA SINISTRA;0
LETTONIA;I : ITALIA NORD-OCCIDENTALE;PARTITO ANIMALISTA;0
LETTONIA;I : ITALIA NORD-OCCIDENTALE;PARTITO COMUNISTA;0
LETTONIA;I : ITALIA NORD-OCCIDENTALE;POPOLARI PER L'ITALIA;0
LETTONIA;I : ITALIA NORD-OCCIDENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
LETTONIA;II : ITALIA NORD-ORIENTALE;CASAPOUND ITALIA - DESTRE UNITE;0
LETTONIA;II : ITALIA NORD-ORIENTALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;0
LETTONIA;II : ITALIA NORD-ORIENTALE;EUROPA VERDE;0
LETTONIA;II : ITALIA NORD-ORIENTALE;FORZA ITALIA;0
LETTONIA;II : ITALIA NORD-ORIENTALE;FORZA NUOVA;0
LETTONIA;II : ITALIA NORD-ORIENTALE;FRATELLI D'ITALIA;0
LETTONIA;II : ITALIA NORD-ORIENTALE;LA SINISTRA;0
LETTONIA;II : ITALIA NORD-ORIENTALE;LEGA SALVINI PREMIER;0
LETTONIA;II : ITALIA NORD-ORIENTALE;MOVIMENTO 5 STELLE;0
LETTONIA;II : ITALIA NORD-ORIENTALE;PARTITO ANIMALISTA;0
LETTONIA;II : ITALIA NORD-ORIENTALE;PARTITO COMUNISTA;0
LETTONIA;II : ITALIA NORD-ORIENTALE;PARTITO DEMOCRATICO;0
LETTONIA;II : ITALIA NORD-ORIENTALE;PARTITO PIRATA;0
LETTONIA;II : ITALIA NORD-ORIENTALE;POPOLARI PER L'ITALIA;0
LETTONIA;II : ITALIA NORD-ORIENTALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
LETTONIA;II : ITALIA NORD-ORIENTALE;PPA MOVIMENTO POLITICO PENSIERO AZIONE;0
LETTONIA;II : ITALIA NORD-ORIENTALE;SVP;0
LETTONIA;III : ITALIA CENTRALE;LEGA SALVINI PREMIER;14
LETTONIA;III : ITALIA CENTRALE;MOVIMENTO 5 STELLE;13
LETTONIA;III : ITALIA CENTRALE;PARTITO DEMOCRATICO;11
LETTONIA;III : ITALIA CENTRALE;FRATELLI D'ITALIA;4
LETTONIA;III : ITALIA CENTRALE;LA SINISTRA;3
LETTONIA;III : ITALIA CENTRALE;CASAPOUND ITALIA - DESTRE UNITE;1
LETTONIA;III : ITALIA CENTRALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1
LETTONIA;III : ITALIA CENTRALE;FORZA NUOVA;1
LETTONIA;III : ITALIA CENTRALE;PARTITO COMUNISTA;1
LETTONIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;1
LETTONIA;III : ITALIA CENTRALE;EUROPA VERDE;0
LETTONIA;III : ITALIA CENTRALE;FORZA ITALIA;0
LETTONIA;III : ITALIA CENTRALE;PARTITO ANIMALISTA;0
LETTONIA;III : ITALIA CENTRALE;PARTITO PIRATA;0
LETTONIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;0
LETTONIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;44
LETTONIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;26
LETTONIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;13
LETTONIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;9
LETTONIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;4
LETTONIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;3
LETTONIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;2
LETTONIA;IV : ITALIA MERIDIONALE;LA SINISTRA;2
LETTONIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;1
LETTONIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;1
