"ITTER107"	"TIPO_DATO15"	"SEXISTAT1"	"ETA1"	"TIME"	"Value"	"Flag Codes"
"082040"	"JAN"	"9"	"TOTAL"	"2018"	18	
"020026"	"JAN"	"9"	"TOTAL"	"2018"	1244	
"012077"	"JAN"	"9"	"TOTAL"	"2018"	177	
"018074"	"JAN"	"9"	"TOTAL"	"2018"	24	
"019049"	"JAN"	"9"	"TOTAL"	"2018"	29	
"030044"	"JAN"	"9"	"TOTAL"	"2018"	175	
"095022"	"JAN"	"9"	"TOTAL"	"2018"	9	
"095023"	"JAN"	"9"	"TOTAL"	"2018"	9	
"095024"	"JAN"	"9"	"TOTAL"	"2018"	5	
"020027"	"JAN"	"9"	"TOTAL"	"2018"	1060	
"014032"	"JAN"	"9"	"TOTAL"	"2018"	23	
"058045"	"JAN"	"9"	"TOTAL"	"2018"	61	
"026034"	"JAN"	"9"	"TOTAL"	"2018"	523	
"077010"	"JAN"	"9"	"TOTAL"	"2018"	71	
"015108"	"JAN"	"9"	"TOTAL"	"2018"	2361	
"066047"	"JAN"	"9"	"TOTAL"	"2018"	30	
"012078"	"JAN"	"9"	"TOTAL"	"2018"	262	
"012079"	"JAN"	"9"	"TOTAL"	"2018"	566	
"016114"	"JAN"	"9"	"TOTAL"	"2018"	713	
"016115"	"JAN"	"9"	"TOTAL"	"2018"	458	
"012080"	"JAN"	"9"	"TOTAL"	"2018"	94	
"016116"	"JAN"	"9"	"TOTAL"	"2018"	86	
"038025"	"JAN"	"9"	"TOTAL"	"2018"	64	
"010026"	"JAN"	"9"	"TOTAL"	"2018"	3	
"004097"	"JAN"	"9"	"TOTAL"	"2018"	11	
"025025"	"JAN"	"9"	"TOTAL"	"2018"	17	
"033023"	"JAN"	"9"	"TOTAL"	"2018"	222	
"004098"	"JAN"	"9"	"TOTAL"	"2018"	3	
"017080"	"JAN"	"9"	"TOTAL"	"2018"	599	
"004099"	"JAN"	"9"	"TOTAL"	"2018"	134	
"003076"	"JAN"	"9"	"TOTAL"	"2018"	564	
"041020"	"JAN"	"9"	"TOTAL"	"2018"	361	
"031008"	"JAN"	"9"	"TOTAL"	"2018"	344	
"031009"	"JAN"	"9"	"TOTAL"	"2018"	574	
"056028"	"JAN"	"9"	"TOTAL"	"2018"	126	
"098028"	"JAN"	"9"	"TOTAL"	"2018"	282	
"056029"	"JAN"	"9"	"TOTAL"	"2018"	121	
"096028"	"JAN"	"9"	"TOTAL"	"2018"	31	
"063035"	"JAN"	"9"	"TOTAL"	"2018"	243	
"033024"	"JAN"	"9"	"TOTAL"	"2018"	613	
"087018"	"JAN"	"9"	"TOTAL"	"2018"	918	
"005056"	"JAN"	"9"	"TOTAL"	"2018"	53	
"037030"	"JAN"	"9"	"TOTAL"	"2018"	936	
"013110"	"JAN"	"9"	"TOTAL"	"2018"	136	
"013111"	"JAN"	"9"	"TOTAL"	"2018"	88	
"083034"	"JAN"	"9"	"TOTAL"	"2018"	44	
"003077"	"JAN"	"9"	"TOTAL"	"2018"	53	
"012081"	"JAN"	"9"	"TOTAL"	"2018"	113	
"028042"	"JAN"	"9"	"TOTAL"	"2018"	513	
"028043"	"JAN"	"9"	"TOTAL"	"2018"	104	
"077011"	"JAN"	"9"	"TOTAL"	"2018"	149	
"016117"	"JAN"	"9"	"TOTAL"	"2018"	576	
"082041"	"JAN"	"9"	"TOTAL"	"2018"	19	
"018075"	"JAN"	"9"	"TOTAL"	"2018"	109	
"103035"	"JAN"	"9"	"TOTAL"	"2018"	762	
"001117"	"JAN"	"9"	"TOTAL"	"2018"	27	
"087019"	"JAN"	"9"	"TOTAL"	"2018"	308	
"072023"	"JAN"	"9"	"TOTAL"	"2018"	1412	
"061042"	"JAN"	"9"	"TOTAL"	"2018"	472	
"005057"	"JAN"	"9"	"TOTAL"	"2018"	73	
"057031"	"JAN"	"9"	"TOTAL"	"2018"	116	
"064037"	"JAN"	"9"	"TOTAL"	"2018"	15	
"002065"	"JAN"	"9"	"TOTAL"	"2018"	21	
"006083"	"JAN"	"9"	"TOTAL"	"2018"	27	
"007031"	"JAN"	"9"	"TOTAL"	"2018"	156	
"007032"	"JAN"	"9"	"TOTAL"	"2018"	11	
"007033"	"JAN"	"9"	"TOTAL"	"2018"	30	
"048021"	"JAN"	"9"	"TOTAL"	"2018"	1664	
"015110"	"JAN"	"9"	"TOTAL"	"2018"	327	
"023038"	"JAN"	"9"	"TOTAL"	"2018"	960	
"013113"	"JAN"	"9"	"TOTAL"	"2018"	81	
"061043"	"JAN"	"9"	"TOTAL"	"2018"	544	
"003079"	"JAN"	"9"	"TOTAL"	"2018"	203	
"022095"	"JAN"	"9"	"TOTAL"	"2018"	117	
"030045"	"JAN"	"9"	"TOTAL"	"2018"	11	
"078059"	"JAN"	"9"	"TOTAL"	"2018"	7	
"004100"	"JAN"	"9"	"TOTAL"	"2018"	310	
"024046"	"JAN"	"9"	"TOTAL"	"2018"	496	
"078060"	"JAN"	"9"	"TOTAL"	"2018"	86	
"037031"	"JAN"	"9"	"TOTAL"	"2018"	379	
"006084"	"JAN"	"9"	"TOTAL"	"2018"	27	
"016118"	"JAN"	"9"	"TOTAL"	"2018"	30	
"006085"	"JAN"	"9"	"TOTAL"	"2018"	30	
"016119"	"JAN"	"9"	"TOTAL"	"2018"	112	
"019050"	"JAN"	"9"	"TOTAL"	"2018"	187	
"018076"	"JAN"	"9"	"TOTAL"	"2018"	364	
"033025"	"JAN"	"9"	"TOTAL"	"2018"	245	
"001118"	"JAN"	"9"	"TOTAL"	"2018"	4	
"014033"	"JAN"	"9"	"TOTAL"	"2018"	70	
"014034"	"JAN"	"9"	"TOTAL"	"2018"	72	
"001119"	"JAN"	"9"	"TOTAL"	"2018"	48	
"058046"	"JAN"	"9"	"TOTAL"	"2018"	1688	
"073008"	"JAN"	"9"	"TOTAL"	"2018"	692	
"064038"	"JAN"	"9"	"TOTAL"	"2018"	200	
"044023"	"JAN"	"9"	"TOTAL"	"2018"	1070	
"109008"	"JAN"	"9"	"TOTAL"	"2018"	481	
"084018"	"JAN"	"9"	"TOTAL"	"2018"	102	
"056030"	"JAN"	"9"	"TOTAL"	"2018"	231	
"080040"	"JAN"	"9"	"TOTAL"	"2018"	54	
"077012"	"JAN"	"9"	"TOTAL"	"2018"	70	
"064039"	"JAN"	"9"	"TOTAL"	"2018"	91	
"027018"	"JAN"	"9"	"TOTAL"	"2018"	126	
"001120"	"JAN"	"9"	"TOTAL"	"2018"	1546	
"019051"	"JAN"	"9"	"TOTAL"	"2018"	149	
"016120"	"JAN"	"9"	"TOTAL"	"2018"	803	
"076037"	"JAN"	"9"	"TOTAL"	"2018"	92	
"072024"	"JAN"	"9"	"TOTAL"	"2018"	242	
"063036"	"JAN"	"9"	"TOTAL"	"2018"	1233	
"024047"	"JAN"	"9"	"TOTAL"	"2018"	428	
"075034"	"JAN"	"9"	"TOTAL"	"2018"	88	
"043021"	"JAN"	"9"	"TOTAL"	"2018"	87	
"054022"	"JAN"	"9"	"TOTAL"	"2018"	771	
"054023"	"JAN"	"9"	"TOTAL"	"2018"	1524	
"035023"	"JAN"	"9"	"TOTAL"	"2018"	694	
"083035"	"JAN"	"9"	"TOTAL"	"2018"	65	
"013114"	"JAN"	"9"	"TOTAL"	"2018"	350	
"060042"	"JAN"	"9"	"TOTAL"	"2018"	77	
"029028"	"JAN"	"9"	"TOTAL"	"2018"	106	
"098029"	"JAN"	"9"	"TOTAL"	"2018"	341	
"079061"	"JAN"	"9"	"TOTAL"	"2018"	227	
"055015"	"JAN"	"9"	"TOTAL"	"2018"	103	
"064040"	"JAN"	"9"	"TOTAL"	"2018"	63	
"076038"	"JAN"	"9"	"TOTAL"	"2018"	29	
"078061"	"JAN"	"9"	"TOTAL"	"2018"	87	
"062037"	"JAN"	"9"	"TOTAL"	"2018"	144	
"069043"	"JAN"	"9"	"TOTAL"	"2018"	610	
"070027"	"JAN"	"9"	"TOTAL"	"2018"	60	
"070028"	"JAN"	"9"	"TOTAL"	"2018"	28	
"050015"	"JAN"	"9"	"TOTAL"	"2018"	115	
"004101"	"JAN"	"9"	"TOTAL"	"2018"	329	
"035024"	"JAN"	"9"	"TOTAL"	"2018"	1919	
"006086"	"JAN"	"9"	"TOTAL"	"2018"	12	
"054024"	"JAN"	"9"	"TOTAL"	"2018"	2065	
"015112"	"JAN"	"9"	"TOTAL"	"2018"	55	
"070029"	"JAN"	"9"	"TOTAL"	"2018"	316	
"020028"	"JAN"	"9"	"TOTAL"	"2018"	975	
"058047"	"JAN"	"9"	"TOTAL"	"2018"	11929	
"036017"	"JAN"	"9"	"TOTAL"	"2018"	420	
"069044"	"JAN"	"9"	"TOTAL"	"2018"	23	
"103036"	"JAN"	"9"	"TOTAL"	"2018"	14	
"017081"	"JAN"	"9"	"TOTAL"	"2018"	1469	
"019052"	"JAN"	"9"	"TOTAL"	"2018"	320	
"007034"	"JAN"	"9"	"TOTAL"	"2018"	56	
"017082"	"JAN"	"9"	"TOTAL"	"2018"	145	
"004102"	"JAN"	"9"	"TOTAL"	"2018"	11	
"023039"	"JAN"	"9"	"TOTAL"	"2018"	366	
"090031"	"JAN"	"9"	"TOTAL"	"2018"	6	
"097039"	"JAN"	"9"	"TOTAL"	"2018"	115	
"022097"	"JAN"	"9"	"TOTAL"	"2018"	44	
"037032"	"JAN"	"9"	"TOTAL"	"2018"	7177	
"048022"	"JAN"	"9"	"TOTAL"	"2018"	1479	
"012082"	"JAN"	"9"	"TOTAL"	"2018"	45	
"005058"	"JAN"	"9"	"TOTAL"	"2018"	241	
"017083"	"JAN"	"9"	"TOTAL"	"2018"	10	
"012083"	"JAN"	"9"	"TOTAL"	"2018"	582	
"001121"	"JAN"	"9"	"TOTAL"	"2018"	2	
"103037"	"JAN"	"9"	"TOTAL"	"2018"	0	
"097040"	"JAN"	"9"	"TOTAL"	"2018"	150	
"007035"	"JAN"	"9"	"TOTAL"	"2018"	13	
"066048"	"JAN"	"9"	"TOTAL"	"2018"	175	
"097041"	"JAN"	"9"	"TOTAL"	"2018"	5	
"013118"	"JAN"	"9"	"TOTAL"	"2018"	410	
"018077"	"JAN"	"9"	"TOTAL"	"2018"	120	
"001122"	"JAN"	"9"	"TOTAL"	"2018"	20	
"015113"	"JAN"	"9"	"TOTAL"	"2018"	458	
"003082"	"JAN"	"9"	"TOTAL"	"2018"	257	
"015114"	"JAN"	"9"	"TOTAL"	"2018"	896	
"102017"	"JAN"	"9"	"TOTAL"	"2018"	167	
"091033"	"JAN"	"9"	"TOTAL"	"2018"	45	
"017084"	"JAN"	"9"	"TOTAL"	"2018"	2	
"077013"	"JAN"	"9"	"TOTAL"	"2018"	397	
"004103"	"JAN"	"9"	"TOTAL"	"2018"	2	
"079063"	"JAN"	"9"	"TOTAL"	"2018"	153	
"063037"	"JAN"	"9"	"TOTAL"	"2018"	1160	
"056031"	"JAN"	"9"	"TOTAL"	"2018"	111	
"071025"	"JAN"	"9"	"TOTAL"	"2018"	325	
"017085"	"JAN"	"9"	"TOTAL"	"2018"	910	
"022098"	"JAN"	"9"	"TOTAL"	"2018"	138	
"082042"	"JAN"	"9"	"TOTAL"	"2018"	88	
"005059"	"JAN"	"9"	"TOTAL"	"2018"	141	
"010027"	"JAN"	"9"	"TOTAL"	"2018"	157	
"053012"	"JAN"	"9"	"TOTAL"	"2018"	138	
"067026"	"JAN"	"9"	"TOTAL"	"2018"	183	
"060043"	"JAN"	"9"	"TOTAL"	"2018"	384	
"041021"	"JAN"	"9"	"TOTAL"	"2018"	62	
"023040"	"JAN"	"9"	"TOTAL"	"2018"	1424	
"082043"	"JAN"	"9"	"TOTAL"	"2018"	138	
"101013"	"JAN"	"9"	"TOTAL"	"2018"	2375	
"016121"	"JAN"	"9"	"TOTAL"	"2018"	3	
"019053"	"JAN"	"9"	"TOTAL"	"2018"	79	
"023041"	"JAN"	"9"	"TOTAL"	"2018"	303	
"006087"	"JAN"	"9"	"TOTAL"	"2018"	60	
"024048"	"JAN"	"9"	"TOTAL"	"2018"	610	
"001123"	"JAN"	"9"	"TOTAL"	"2018"	4	
"008032"	"JAN"	"9"	"TOTAL"	"2018"	102	
"071026"	"JAN"	"9"	"TOTAL"	"2018"	40	
"017086"	"JAN"	"9"	"TOTAL"	"2018"	530	
"065059"	"JAN"	"9"	"TOTAL"	"2018"	20	
"088005"	"JAN"	"9"	"TOTAL"	"2018"	1775	
"012084"	"JAN"	"9"	"TOTAL"	"2018"	801	
"001124"	"JAN"	"9"	"TOTAL"	"2018"	19	
"007036"	"JAN"	"9"	"TOTAL"	"2018"	23	
"016122"	"JAN"	"9"	"TOTAL"	"2018"	58	
"007037"	"JAN"	"9"	"TOTAL"	"2018"	27	
"026035"	"JAN"	"9"	"TOTAL"	"2018"	788	
"083036"	"JAN"	"9"	"TOTAL"	"2018"	84	
"059010"	"JAN"	"9"	"TOTAL"	"2018"	964	
"090032"	"JAN"	"9"	"TOTAL"	"2018"	17	
"090033"	"JAN"	"9"	"TOTAL"	"2018"	139	
"001125"	"JAN"	"9"	"TOTAL"	"2018"	2085	
"019054"	"JAN"	"9"	"TOTAL"	"2018"	64	
"079065"	"JAN"	"9"	"TOTAL"	"2018"	35	
"070030"	"JAN"	"9"	"TOTAL"	"2018"	165	
"058048"	"JAN"	"9"	"TOTAL"	"2018"	2	
"012085"	"JAN"	"9"	"TOTAL"	"2018"	269	
"042021"	"JAN"	"9"	"TOTAL"	"2018"	4619	
"027019"	"JAN"	"9"	"TOTAL"	"2018"	2943	
"038010"	"JAN"	"9"	"TOTAL"	"2018"	188	
"102018"	"JAN"	"9"	"TOTAL"	"2018"	126	
"084019"	"JAN"	"9"	"TOTAL"	"2018"	80	
"007038"	"JAN"	"9"	"TOTAL"	"2018"	50	
"001126"	"JAN"	"9"	"TOTAL"	"2018"	58	
"001127"	"JAN"	"9"	"TOTAL"	"2018"	294	
"007039"	"JAN"	"9"	"TOTAL"	"2018"	0	
"004105"	"JAN"	"9"	"TOTAL"	"2018"	414	
"007040"	"JAN"	"9"	"TOTAL"	"2018"	163	
"007041"	"JAN"	"9"	"TOTAL"	"2018"	43	
"021117"	"JAN"	"9"	"TOTAL"	"2018"	33	
"025027"	"JAN"	"9"	"TOTAL"	"2018"	36	
"058049"	"JAN"	"9"	"TOTAL"	"2018"	672	
"057032"	"JAN"	"9"	"TOTAL"	"2018"	44	
"015115"	"JAN"	"9"	"TOTAL"	"2018"	892	
"063038"	"JAN"	"9"	"TOTAL"	"2018"	421	
"064041"	"JAN"	"9"	"TOTAL"	"2018"	127	
"021037"	"JAN"	"9"	"TOTAL"	"2018"	420	
"095082"	"JAN"	"9"	"TOTAL"	"2018"	25	
"058116"	"JAN"	"9"	"TOTAL"	"2018"	7730	
"090034"	"JAN"	"9"	"TOTAL"	"2018"	18	
"080041"	"JAN"	"9"	"TOTAL"	"2018"	52	
"024049"	"JAN"	"9"	"TOTAL"	"2018"	7	
"013119"	"JAN"	"9"	"TOTAL"	"2018"	61	
"004104"	"JAN"	"9"	"TOTAL"	"2018"	212	
"078062"	"JAN"	"9"	"TOTAL"	"2018"	44	
"076039"	"JAN"	"9"	"TOTAL"	"2018"	128	
"038011"	"JAN"	"9"	"TOTAL"	"2018"	234	
"021038"	"JAN"	"9"	"TOTAL"	"2018"	421	
"009033"	"JAN"	"9"	"TOTAL"	"2018"	156	
"015116"	"JAN"	"9"	"TOTAL"	"2018"	1412	
"013120"	"JAN"	"9"	"TOTAL"	"2018"	36	
"078063"	"JAN"	"9"	"TOTAL"	"2018"	47	
"078064"	"JAN"	"9"	"TOTAL"	"2018"	10	
"021039"	"JAN"	"9"	"TOTAL"	"2018"	165	
"021040"	"JAN"	"9"	"TOTAL"	"2018"	1630	
"050016"	"JAN"	"9"	"TOTAL"	"2018"	78	
"016123"	"JAN"	"9"	"TOTAL"	"2018"	341	
"069045"	"JAN"	"9"	"TOTAL"	"2018"	109	
"036018"	"JAN"	"9"	"TOTAL"	"2018"	235	
"013121"	"JAN"	"9"	"TOTAL"	"2018"	150	
"079160"	"JAN"	"9"	"TOTAL"	"2018"	5367	
"025026"	"JAN"	"9"	"TOTAL"	"2018"	47	
"084020"	"JAN"	"9"	"TOTAL"	"2018"	274	
"047005"	"JAN"	"9"	"TOTAL"	"2018"	661	
"002067"	"JAN"	"9"	"TOTAL"	"2018"	26	
"021041"	"JAN"	"9"	"TOTAL"	"2018"	1129	
"069046"	"JAN"	"9"	"TOTAL"	"2018"	1434	
"003083"	"JAN"	"9"	"TOTAL"	"2018"	25	
"018078"	"JAN"	"9"	"TOTAL"	"2018"	807	
"034018"	"JAN"	"9"	"TOTAL"	"2018"	2130	
"018079"	"JAN"	"9"	"TOTAL"	"2018"	31	
"058050"	"JAN"	"9"	"TOTAL"	"2018"	1278	
"014036"	"JAN"	"9"	"TOTAL"	"2018"	9	
"001128"	"JAN"	"9"	"TOTAL"	"2018"	402	
"109009"	"JAN"	"9"	"TOTAL"	"2018"	75	
"064042"	"JAN"	"9"	"TOTAL"	"2018"	24	
"078065"	"JAN"	"9"	"TOTAL"	"2018"	22	
"047006"	"JAN"	"9"	"TOTAL"	"2018"	474	
"018080"	"JAN"	"9"	"TOTAL"	"2018"	85	
"058115"	"JAN"	"9"	"TOTAL"	"2018"	888	
"070031"	"JAN"	"9"	"TOTAL"	"2018"	232	
"021042"	"JAN"	"9"	"TOTAL"	"2018"	193	
"082044"	"JAN"	"9"	"TOTAL"	"2018"	80	
"013123"	"JAN"	"9"	"TOTAL"	"2018"	48	
"024050"	"JAN"	"9"	"TOTAL"	"2018"	10	
"048024"	"JAN"	"9"	"TOTAL"	"2018"	2507	
"056032"	"JAN"	"9"	"TOTAL"	"2018"	57	
"051019"	"JAN"	"9"	"TOTAL"	"2018"	309	
"073009"	"JAN"	"9"	"TOTAL"	"2018"	248	
"074009"	"JAN"	"9"	"TOTAL"	"2018"	432	
"030046"	"JAN"	"9"	"TOTAL"	"2018"	1266	
"076040"	"JAN"	"9"	"TOTAL"	"2018"	100	
"078066"	"JAN"	"9"	"TOTAL"	"2018"	91	
"030047"	"JAN"	"9"	"TOTAL"	"2018"	9	
"065060"	"JAN"	"9"	"TOTAL"	"2018"	59	
"080042"	"JAN"	"9"	"TOTAL"	"2018"	187	
"021043"	"JAN"	"9"	"TOTAL"	"2018"	1	
"076041"	"JAN"	"9"	"TOTAL"	"2018"	19	
"076042"	"JAN"	"9"	"TOTAL"	"2018"	216	
"001129"	"JAN"	"9"	"TOTAL"	"2018"	63	
"065061"	"JAN"	"9"	"TOTAL"	"2018"	53	
"065062"	"JAN"	"9"	"TOTAL"	"2018"	12	
"064043"	"JAN"	"9"	"TOTAL"	"2018"	116	
"010028"	"JAN"	"9"	"TOTAL"	"2018"	896	
"023042"	"JAN"	"9"	"TOTAL"	"2018"	669	
"022102"	"JAN"	"9"	"TOTAL"	"2018"	70	
"076043"	"JAN"	"9"	"TOTAL"	"2018"	691	
"012086"	"JAN"	"9"	"TOTAL"	"2018"	517	
"012087"	"JAN"	"9"	"TOTAL"	"2018"	735	
"017087"	"JAN"	"9"	"TOTAL"	"2018"	49	
"065063"	"JAN"	"9"	"TOTAL"	"2018"	41	
"022103"	"JAN"	"9"	"TOTAL"	"2018"	882	
"023043"	"JAN"	"9"	"TOTAL"	"2018"	698	
"108025"	"JAN"	"9"	"TOTAL"	"2018"	184	
"066050"	"JAN"	"9"	"TOTAL"	"2018"	258	
"022229"	"JAN"	"9"	"TOTAL"	"2018"	319	
"016124"	"JAN"	"9"	"TOTAL"	"2018"	317	
"012088"	"JAN"	"9"	"TOTAL"	"2018"	287	
"023044"	"JAN"	"9"	"TOTAL"	"2018"	2229	
"015118"	"JAN"	"9"	"TOTAL"	"2018"	6883	
"028044"	"JAN"	"9"	"TOTAL"	"2018"	675	
"091038"	"JAN"	"9"	"TOTAL"	"2018"	11	
"001130"	"JAN"	"9"	"TOTAL"	"2018"	1076	
"010029"	"JAN"	"9"	"TOTAL"	"2018"	91	
"001131"	"JAN"	"9"	"TOTAL"	"2018"	22	
"029029"	"JAN"	"9"	"TOTAL"	"2018"	1107	
"083037"	"JAN"	"9"	"TOTAL"	"2018"	53	
"016125"	"JAN"	"9"	"TOTAL"	"2018"	38	
"017088"	"JAN"	"9"	"TOTAL"	"2018"	1871	
"059012"	"JAN"	"9"	"TOTAL"	"2018"	157	
"002068"	"JAN"	"9"	"TOTAL"	"2018"	31	
"108054"	"JAN"	"9"	"TOTAL"	"2018"	1100	
"069047"	"JAN"	"9"	"TOTAL"	"2018"	71	
"025028"	"JAN"	"9"	"TOTAL"	"2018"	190	
"089011"	"JAN"	"9"	"TOTAL"	"2018"	612	
"057033"	"JAN"	"9"	"TOTAL"	"2018"	168	
"086011"	"JAN"	"9"	"TOTAL"	"2018"	160	
"073010"	"JAN"	"9"	"TOTAL"	"2018"	129	
"075036"	"JAN"	"9"	"TOTAL"	"2018"	325	
"004106"	"JAN"	"9"	"TOTAL"	"2018"	34	
"004107"	"JAN"	"9"	"TOTAL"	"2018"	81	
"082045"	"JAN"	"9"	"TOTAL"	"2018"	130	
"011016"	"JAN"	"9"	"TOTAL"	"2018"	722	
"006088"	"JAN"	"9"	"TOTAL"	"2018"	26	
"003084"	"JAN"	"9"	"TOTAL"	"2018"	220	
"004108"	"JAN"	"9"	"TOTAL"	"2018"	117	
"034019"	"JAN"	"9"	"TOTAL"	"2018"	406	
"071027"	"JAN"	"9"	"TOTAL"	"2018"	555	
"108026"	"JAN"	"9"	"TOTAL"	"2018"	618	
"001132"	"JAN"	"9"	"TOTAL"	"2018"	93	
"030048"	"JAN"	"9"	"TOTAL"	"2018"	167	
"061044"	"JAN"	"9"	"TOTAL"	"2018"	3	
"083038"	"JAN"	"9"	"TOTAL"	"2018"	232	
"063039"	"JAN"	"9"	"TOTAL"	"2018"	75	
"068020"	"JAN"	"9"	"TOTAL"	"2018"	52	
"069048"	"JAN"	"9"	"TOTAL"	"2018"	7	
"011017"	"JAN"	"9"	"TOTAL"	"2018"	265	
"016126"	"JAN"	"9"	"TOTAL"	"2018"	258	
"075037"	"JAN"	"9"	"TOTAL"	"2018"	619	
"004109"	"JAN"	"9"	"TOTAL"	"2018"	21	
"022104"	"JAN"	"9"	"TOTAL"	"2018"	815	
"001133"	"JAN"	"9"	"TOTAL"	"2018"	37	
"013126"	"JAN"	"9"	"TOTAL"	"2018"	203	
"061045"	"JAN"	"9"	"TOTAL"	"2018"	22	
"083039"	"JAN"	"9"	"TOTAL"	"2018"	38	
"084021"	"JAN"	"9"	"TOTAL"	"2018"	1698	
"045009"	"JAN"	"9"	"TOTAL"	"2018"	445	
"058051"	"JAN"	"9"	"TOTAL"	"2018"	131	
"087020"	"JAN"	"9"	"TOTAL"	"2018"	366	
"097043"	"JAN"	"9"	"TOTAL"	"2018"	146	
"002070"	"JAN"	"9"	"TOTAL"	"2018"	36	
"030049"	"JAN"	"9"	"TOTAL"	"2018"	918	
"030050"	"JAN"	"9"	"TOTAL"	"2018"	0	
"007042"	"JAN"	"9"	"TOTAL"	"2018"	28	
"025029"	"JAN"	"9"	"TOTAL"	"2018"	261	
"062038"	"JAN"	"9"	"TOTAL"	"2018"	174	
"102019"	"JAN"	"9"	"TOTAL"	"2018"	257	
"108027"	"JAN"	"9"	"TOTAL"	"2018"	3886	
"028045"	"JAN"	"9"	"TOTAL"	"2018"	683	
"013128"	"JAN"	"9"	"TOTAL"	"2018"	249	
"083040"	"JAN"	"9"	"TOTAL"	"2018"	15	
"004110"	"JAN"	"9"	"TOTAL"	"2018"	56	
"017089"	"JAN"	"9"	"TOTAL"	"2018"	163	
"070032"	"JAN"	"9"	"TOTAL"	"2018"	14	
"018081"	"JAN"	"9"	"TOTAL"	"2018"	296	
"087021"	"JAN"	"9"	"TOTAL"	"2018"	267	
"064044"	"JAN"	"9"	"TOTAL"	"2018"	143	
"083041"	"JAN"	"9"	"TOTAL"	"2018"	1186	
"013129"	"JAN"	"9"	"TOTAL"	"2018"	450	
"018082"	"JAN"	"9"	"TOTAL"	"2018"	21	
"015122"	"JAN"	"9"	"TOTAL"	"2018"	412	
"069049"	"JAN"	"9"	"TOTAL"	"2018"	13	
"054025"	"JAN"	"9"	"TOTAL"	"2018"	108	
"004111"	"JAN"	"9"	"TOTAL"	"2018"	8	
"108028"	"JAN"	"9"	"TOTAL"	"2018"	3886	
"063040"	"JAN"	"9"	"TOTAL"	"2018"	100	
"014037"	"JAN"	"9"	"TOTAL"	"2018"	573	
"025030"	"JAN"	"9"	"TOTAL"	"2018"	29	
"013130"	"JAN"	"9"	"TOTAL"	"2018"	6	
"022106"	"JAN"	"9"	"TOTAL"	"2018"	58	
"002071"	"JAN"	"9"	"TOTAL"	"2018"	462	
"098030"	"JAN"	"9"	"TOTAL"	"2018"	265	
"075038"	"JAN"	"9"	"TOTAL"	"2018"	267	
"073011"	"JAN"	"9"	"TOTAL"	"2018"	114	
"037033"	"JAN"	"9"	"TOTAL"	"2018"	208	
"009034"	"JAN"	"9"	"TOTAL"	"2018"	1181	
"005060"	"JAN"	"9"	"TOTAL"	"2018"	45	
"001134"	"JAN"	"9"	"TOTAL"	"2018"	60	
"015125"	"JAN"	"9"	"TOTAL"	"2018"	1150	
"013131"	"JAN"	"9"	"TOTAL"	"2018"	355	
"016127"	"JAN"	"9"	"TOTAL"	"2018"	107	
"072025"	"JAN"	"9"	"TOTAL"	"2018"	563	
"080043"	"JAN"	"9"	"TOTAL"	"2018"	907	
"091040"	"JAN"	"9"	"TOTAL"	"2018"	19	
"091041"	"JAN"	"9"	"TOTAL"	"2018"	7	
"098032"	"JAN"	"9"	"TOTAL"	"2018"	974	
"091104"	"JAN"	"9"	"TOTAL"	"2018"	2	
"017090"	"JAN"	"9"	"TOTAL"	"2018"	148	
"017091"	"JAN"	"9"	"TOTAL"	"2018"	520	
"037034"	"JAN"	"9"	"TOTAL"	"2018"	368	
"097044"	"JAN"	"9"	"TOTAL"	"2018"	518	
"013133"	"JAN"	"9"	"TOTAL"	"2018"	880	
"001135"	"JAN"	"9"	"TOTAL"	"2018"	68	
"001136"	"JAN"	"9"	"TOTAL"	"2018"	97	
"018083"	"JAN"	"9"	"TOTAL"	"2018"	162	
"022108"	"JAN"	"9"	"TOTAL"	"2018"	153	
"012089"	"JAN"	"9"	"TOTAL"	"2018"	240	
"012090"	"JAN"	"9"	"TOTAL"	"2018"	871	
"017092"	"JAN"	"9"	"TOTAL"	"2018"	1817	
"048025"	"JAN"	"9"	"TOTAL"	"2018"	185	
"094024"	"JAN"	"9"	"TOTAL"	"2018"	10	
"024051"	"JAN"	"9"	"TOTAL"	"2018"	334	
"017093"	"JAN"	"9"	"TOTAL"	"2018"	35	
"083042"	"JAN"	"9"	"TOTAL"	"2018"	31	
"040018"	"JAN"	"9"	"TOTAL"	"2018"	520	
"078067"	"JAN"	"9"	"TOTAL"	"2018"	169	
"078068"	"JAN"	"9"	"TOTAL"	"2018"	59	
"013134"	"JAN"	"9"	"TOTAL"	"2018"	61	
"057034"	"JAN"	"9"	"TOTAL"	"2018"	38	
"024052"	"JAN"	"9"	"TOTAL"	"2018"	2801	
"001137"	"JAN"	"9"	"TOTAL"	"2018"	43	
"028046"	"JAN"	"9"	"TOTAL"	"2018"	982	
"103038"	"JAN"	"9"	"TOTAL"	"2018"	2	
"025032"	"JAN"	"9"	"TOTAL"	"2018"	6	
"029030"	"JAN"	"9"	"TOTAL"	"2018"	211	
"042022"	"JAN"	"9"	"TOTAL"	"2018"	794	
"068021"	"JAN"	"9"	"TOTAL"	"2018"	278	
"026036"	"JAN"	"9"	"TOTAL"	"2018"	1031	
"051020"	"JAN"	"9"	"TOTAL"	"2018"	377	
"043022"	"JAN"	"9"	"TOTAL"	"2018"	244	
