"Territorio"	"Tipo di indicatore demografico"	"Sesso"	"Età"	"Stato civile"	"Seleziona periodo"	"Value"	"Flags"
"Montescheno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	204	
"Montescheno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	398	
"Montescudaio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1069	
"Montescudaio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1129	
"Montescudaio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2198	
"Montese"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1645	
"Montese"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1680	
"Montese"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3325	
"Montesegale"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	147	
"Montesegale"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	138	
"Montesegale"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	285	
"Montesilvano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	26247	
"Montesilvano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	27947	
"Montesilvano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	54194	
"Montespertoli"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6653	
"Montespertoli"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6844	
"Montespertoli"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	13497	
"Monteu da Po"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	458	
"Monteu da Po"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	447	
"Monteu da Po"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	905	
"Monteu Roero"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	820	
"Monteu Roero"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	798	
"Monteu Roero"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1618	
"Montevago"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1451	
"Montevago"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1499	
"Montevago"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2950	
"Montevarchi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	11917	
"Montevarchi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	12523	
"Montevarchi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	24440	
"Montevecchia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1337	
"Montevecchia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1345	
"Montevecchia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2682	
"Monteverde"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	387	
"Monteverde"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	384	
"Monteverde"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	771	
"Monteverdi Marittimo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	380	
"Monteverdi Marittimo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	362	
"Monteverdi Marittimo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	742	
"Monteviale"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1418	
"Monteviale"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1393	
"Monteviale"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2811	
"Montezemolo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	132	
"Montezemolo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	120	
"Montezemolo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	252	
"Montiano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	818	
"Montiano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	876	
"Montiano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1694	
"Monticelli Brusati"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2287	
"Monticelli Brusati"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2229	
"Monticelli Brusati"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4516	
"Monticelli d'Ongina"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2594	
"Monticelli d'Ongina"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2693	
"Monticelli d'Ongina"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5287	
"Monticelli Pavese"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	399	
"Monticelli Pavese"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	338	
"Monticelli Pavese"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	737	
"Monticello Brianza"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2060	
"Monticello Brianza"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2167	
"Monticello Brianza"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4227	
"Monticello Conte Otto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4416	
"Monticello Conte Otto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4610	
"Monticello Conte Otto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	9026	
"Monticello d'Alba"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1145	
"Monticello d'Alba"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1196	
"Monticello d'Alba"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2341	
"Montichiari"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	12914	
"Montichiari"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	12800	
"Montichiari"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	25714	
"Monticiano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	767	
"Monticiano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	776	
"Monticiano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1543	
"Montieri"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	611	
"Montieri"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	560	
"Montieri"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1171	
"Montiglio Monferrato"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	806	
"Montiglio Monferrato"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	819	
"Montiglio Monferrato"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1625	
"Montignoso"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4997	
"Montignoso"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5314	
"Montignoso"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	10311	
"Montirone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2603	
"Montirone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2494	
"Montirone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5097	
"Montjovet"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	906	
"Montjovet"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	868	
"Montjovet"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1774	
"Montodine"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1242	
"Montodine"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1256	
"Montodine"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2498	
"Montoggio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1005	
"Montoggio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	988	
"Montoggio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1993	
"Montone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	793	
"Montone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	849	
"Montone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1642	
"Montopoli di Sabina"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2051	
"Montopoli di Sabina"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2072	
"Montopoli di Sabina"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4123	
"Montopoli in Val d'Arno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5513	
"Montopoli in Val d'Arno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5636	
"Montopoli in Val d'Arno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	11149	
"Montorfano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1245	
"Montorfano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1322	
"Montorfano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2567	
"Montorio al Vomano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3975	
"Montorio al Vomano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4038	
"Montorio al Vomano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8013	
"Montorio nei Frentani"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	207	
"Montorio nei Frentani"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	196	
"Montorio nei Frentani"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	403	
"Montorio Romano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	947	
"Montorio Romano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	966	
"Montorio Romano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1913	
"Montorso Vicentino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1589	
"Montorso Vicentino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1518	
"Montorso Vicentino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3107	
"Montottone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	444	
"Montottone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	506	
"Montottone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	950	
"Montresta"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	234	
"Montresta"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	236	
"Montresta"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	470	
"Montù Beccaria"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	821	
"Montù Beccaria"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	820	
"Montù Beccaria"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1641	
"Monvalle"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	967	
"Monvalle"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	983	
"Monvalle"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1950	
"Monzambano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2440	
"Monzambano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2437	
"Monzambano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4877	
"Monzuno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3198	
"Monzuno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3177	
"Monzuno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6375	
"Morano Calabro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2179	
"Morano Calabro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2234	
"Morano Calabro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4413	
"Morano sul Po"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	693	
"Morano sul Po"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	734	
"Morano sul Po"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1427	
"Moransengo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	104	
"Moransengo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	94	
"Moransengo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	198	
"Moraro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	373	
"Moraro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	380	
"Moraro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	753	
"Morazzone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2090	
"Morazzone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2197	
"Morazzone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4287	
"Morbegno"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	5987	
"Morbegno"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6420	
"Morbegno"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	12407	
"Morbello"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	220	
"Morbello"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	203	
"Morbello"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	423	
"Morciano di Leuca"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1493	
"Morciano di Leuca"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1754	
"Morciano di Leuca"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3247	
"Morciano di Romagna"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3389	
"Morciano di Romagna"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3631	
"Morciano di Romagna"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	7020	
"Morcone"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2413	
"Morcone"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2484	
"Morcone"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4897	
"Mordano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2377	
"Mordano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2315	
"Mordano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4692	
"Morengo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1310	
"Morengo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2535	
"Mores"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	946	
"Mores"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	956	
"Moresco"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	282	
"Moresco"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	576	
"Moretta"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2012	
"Moretta"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2091	
"Moretta"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4103	
"Morfasso"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	481	
"Morfasso"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	972	
"Morgano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2246	
"Morgano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2239	
"Morgex"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1084	
"Mori"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4857	
"Mori"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4989	
"Morigerati"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	653	
"Morimondo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	553	
"Morlupo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4187	
"Niella Belbo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	184	
"Niella Belbo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	370	
"Niella Tanaro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	557	
"Niella Tanaro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	484	
"Niella Tanaro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1041	
"Nimis"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1346	
"Nimis"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1365	
"Nimis"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2711	
"Niscemi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	13297	
"Niscemi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	13649	
"Niscemi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	26946	
"Nissoria"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1498	
"Nissoria"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1489	
"Nissoria"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2987	
"Nizza di Sicilia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1790	
"Nizza di Sicilia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1881	
"Nizza di Sicilia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3671	
"Nizza Monferrato"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4959	
"Nizza Monferrato"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	5354	
"Nizza Monferrato"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	10313	
"Noale"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7740	
"Noale"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	8277	
"Noale"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	16017	
"Noasca"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	61	
"Noasca"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	59	
"Noasca"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	120	
"Nocara"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	179	
"Nocara"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	190	
"Nocara"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	369	
"Nocciano"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	901	
"Nocciano"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	895	
"Nocciano"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1796	
"Nocera Inferiore"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	22225	
"Nocera Inferiore"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	23559	
"Nocera Inferiore"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	45784	
"Nocera Superiore"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	11989	
"Nocera Superiore"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	12380	
"Nocera Superiore"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	24369	
"Nocera Terinese"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2378	
"Nocera Terinese"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2409	
"Nocera Terinese"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	4787	
"Nocera Umbra"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2798	
"Nocera Umbra"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2913	
"Nocera Umbra"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	5711	
"Noceto"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	6363	
"Noceto"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	6630	
"Noceto"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	12993	
"Noci"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	9278	
"Noci"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	9837	
"Noci"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	19115	
"Nociglia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1069	
"Nociglia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1220	
"Nociglia"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2289	
"Noepoli"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	386	
"Noepoli"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	455	
"Noepoli"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	841	
"Nogara"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	4157	
"Nogara"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4300	
"Nogara"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8457	
"Nogaredo"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1055	
"Nogaredo"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1011	
"Nogaredo"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2066	
"Nogarole Rocca"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1908	
"Nogarole Rocca"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1730	
"Nogarole Rocca"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	3638	
"Nogarole Vicentino"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	609	
"Nogarole Vicentino"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	597	
"Nogarole Vicentino"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1206	
"Noicattaro"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	13054	
"Noicattaro"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	13271	
"Noicattaro"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	26325	
"Nola"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	16685	
"Nola"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	17782	
"Nola"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	34467	
"Nole"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3351	
"Nole"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	3544	
"Nole"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	6895	
"Noli"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	1315	
"Noli"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	1377	
"Noli"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	2692	
"Nomaglio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	142	
"Nomaglio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	139	
"Nomaglio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	281	
"Nomi"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	634	
"Nomi"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	698	
"Nomi"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1332	
"Nonantola"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	7869	
"Nonantola"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	8088	
"Nonantola"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	15957	
"None"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	3957	
"None"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	4058	
"None"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	8015	
"Nonio"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	411	
"Nonio"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	439	
"Nonio"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	850	
"Noragugume"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	152	
"Noragugume"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	157	
"Noragugume"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	309	
"Norbello"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	729	
"Norbello"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	578	
"Norbello"	"popolazione al 1º gennaio"	"totale"	"totale"	"totale"	"2018"	1307	
"Norcia"	"popolazione al 1º gennaio"	"maschi"	"totale"	"totale"	"2018"	2433	
"Norcia"	"popolazione al 1º gennaio"	"femmine"	"totale"	"totale"	"2018"	2455	
